,Name,DP Score,NPV Value,Location,City,Consult Fee,Years of Experience,Speciality,Degree_no,Degree_1,Degree_2
3285,Dr. Pranay Kapadia,100.0,27.0,Bandra West, Mumbai,799.0,24.0,Ophthalmologist,2,MS,MBBS
3286,Dr. Vinit Mahendra Shah,98.0,1282.0,Borivali West, Mumbai,700.0,18.0,Ophthalmologist,2,MBBS,MD
3287,Dr. Mikeen Shah,95.0,20.0,Andheri East, Mumbai,600.0,14.0,Ophthalmologist,2,MBBS,DNB
3288,Dr. Nikhil Nasta,98.0,982.0,Dadar East, Mumbai,1500.0,22.0,Ophthalmologist,3,MBBS,DNB
3289,Dr. Pragnya Rathod,96.0,26.0,Chembur, Mumbai,1000.0,13.0,Ophthalmologist,2,MBBS,DNB
3290,Dr. Smita Gavade,94.0,190.0,Chembur East, Mumbai,800.0,15.0,Ophthalmologist,2,MBBS,DNB
3291,Dr. Jenin Patel,95.0,371.0,Malad West, Mumbai,800.0,25.0,Ophthalmologist,2,MBBS,MS
3292,Dr. Rishika Chauhan,100.0,260.0,Ghatkopar West, Mumbai,1500.0,14.0,Ophthalmologist,2,MBBS,MS
3293,Dr. Manish Shyamkul,94.0,16.0,Goregaon, Mumbai,700.0,17.0,Ophthalmologist,2,MBBS,MS
3294,Dr. Indeevar Vimal Mishra,98.0,58.0,Bhandup West, Mumbai,600.0,10.0,Ophthalmologist,1,DNB,No_more_degree
3295,Dr. Devanshi Shah,98.0,64.0,Ghatkopar East, Mumbai,1000.0,12.0,Ophthalmologist,4,MS,DNB
3296,Dr. Pratima S  Wagh,100.0,29.0,Kandivali, Mumbai,600.0,28.0,Ophthalmologist,2,MBBS,DOMS
3297,Dr. Roshani Desai,94.0,190.0,Malad West, Mumbai,600.0,16.0,Ophthalmologist,2,MBBS,DNB
3298,Dr. Yogesh Jain,94.0,190.0,Mahim, Mumbai,1300.0,22.0,Ophthalmologist,2,MBBS,DNB
3299,Dr. Nitesh Agrawal,94.0,190.0,Vileparle West, Mumbai,1000.0,15.0,Ophthalmologist,2,MBBS,MS
3300,Dr. Dhawal Haria,100.0,288.0,Borivali West, Mumbai,400.0,15.0,Ophthalmologist,2,MBBS,DNB
3301,Dr. Seema Behl,94.0,31.0,Andheri East, Mumbai,800.0,32.0,Ophthalmologist,2,MBBS,MS
3302,Dr. Sanyogita Y. Vichare,98.0,282.0,Dadar, Mumbai,600.0,17.0,Ophthalmologist,4,MBBS,DOMS
3303,Dr. Preeti Patil,100.0,69.0,Bandra West, Mumbai,1000.0,28.0,Ophthalmologist,2,DOMS,MBBS
3304,Dr. Charmy Dedhiya,94.0,190.0,Chembur East, Mumbai,800.0,15.0,Ophthalmologist,2,MBBS,DNB
3305,Dr. Darshana Gadgil,99.0,686.0,Andheri East, Mumbai,900.0,23.0,Ophthalmologist,3,MBBS,DO
3306,Dr. Shounak Parekh,97.0,723.0,Bandra West, Mumbai,1500.0,28.0,Ophthalmologist,4,MS,FCPS-
3307,Dr. Gargi Merchant,94.0,190.0,Santacruz West, Mumbai,1200.0,12.0,Ophthalmologist,2,MS,FCPS-
3308,Dr. Ashvinikumar Dound,94.0,190.0,Sion West, Mumbai,700.0,13.0,Ophthalmologist,2,MS,MBBS
3309,Dr. Bulchandani Santosh Kumar Kamal,94.0,190.0,Bandra West, Mumbai,299.0,23.0,Ophthalmologist,4,MBBS,DO
3310,Dr. Anshumali Mishra,94.0,190.0,Chunabhatti, Mumbai,600.0,6.0,Ophthalmologist,2,DOMS,MBBS
3311,Dr. Partho Bakshi,100.0,31.0,Chembur, Mumbai,1200.0,19.0,Ophthalmologist,3,MBBS,DOMS
3312,Dr. Janaki Kodkani,92.0,36.0,Bandra West, Mumbai,1000.0,27.0,Ophthalmologist,4,MBBS,MS
3313,Dr. Sunita Mohan,94.0,190.0,Chembur, Mumbai,1000.0,14.0,Ophthalmologist,3,MBBS,MS
3314,Dr. Alpa Jain,99.0,244.0,Andheri, Mumbai,600.0,29.0,Ophthalmologist,2,MBBS,MS
3315,Dr. Dhanashree Mane Dhabalia,100.0,40.0,Andheri West, Mumbai,600.0,15.0,Ophthalmologist,2,MBBS,DNB
3316,Dr. Lubhani Jain,100.0,24.0,Ghatkopar East, Mumbai,800.0,11.0,Ophthalmologist,2,MBBS,MS
3317,Dr. Sunil Morekar,94.0,190.0,Mahim, Mumbai,1300.0,25.0,Ophthalmologist,2,MBBS,MS
3318,Dr. Kshitij Parekh,96.0,28.0,Vikhroli, Mumbai,500.0,10.0,Ophthalmologist,2,MBBS,MS
3319,Dr. Anand Subramanyam,94.0,190.0,Mulund West, Mumbai,1200.0,26.0,Ophthalmologist,2,MBBS,MS
3320,Dr. Himanshu Mehta,92.0,528.0,Juhu, Mumbai,1200.0,40.0,Ophthalmologist,2,MBBS,DOMS
3321,Dr. Nidhi Thaker,94.0,190.0,Goregaon West, Mumbai,700.0,13.0,Ophthalmologist,2,MBBS,DNB
3322,Dr. Shradha Goel,99.0,651.0,Andheri West, Mumbai,1200.0,21.0,Ophthalmologist,2,MS,MBBS
3323,Dr. Vishal Maniar,94.0,190.0,Dadar West, Mumbai,1000.0,17.0,Ophthalmologist,2,MBBS,DNB
3324,Dr. Pallavi Bipte,94.0,190.0,Chembur, Mumbai,1200.0,13.0,Ophthalmologist,2,MBBS,MS
3325,Dr. Aayush Tandon,99.0,96.0,Andheri West, Mumbai,1000.0,11.0,Ophthalmologist,2,MBBS,MS
3326,Dr. Bhavesh Gohil,99.0,362.0,Wadala, Mumbai,600.0,23.0,Ophthalmologist,4,MBBS,MS
3327,Dr. Maithil Thakkar,99.0,67.0,Chembur West, Mumbai,500.0,15.0,Ophthalmologist,2,MBBS,DNB
3328,Dr. Deepti Nanwani Patel,97.0,66.0,Kandivali East, Mumbai,500.0,14.0,Ophthalmologist,2,MBBS,DNB
3329,Dr. Rasshmi Malhotra,99.0,168.0,Parel, Mumbai,1200.0,26.0,Ophthalmologist,2,MBBS,MS
3330,Dr. Bakar Ali Kadiwala,94.0,190.0,Tardeo, Mumbai,1500.0,20.0,Ophthalmologist,2,MBBS,DNB
3331,Dr. Sanjeev Upadhyaya,100.0,34.0,Marine Drive, Mumbai,2500.0,24.0,Ophthalmologist,2,MBBS,MS
3332,Dr. Anurag Agarwal,98.0,244.0,Goregaon West, Mumbai,700.0,24.0,Ophthalmologist,2,MBBS,MS
3333,Dr. Akshat Shah,94.0,190.0,Mulund West, Mumbai,800.0,13.0,Ophthalmologist,2,DNB,MBBS
3334,Dr. Hemang D. Koppikar,94.0,190.0,Mahim, Mumbai,1300.0,41.0,Ophthalmologist,2,MBBS,MS
3335,Dr. Bhushan Ghodke,100.0,404.0,Andheri West, Mumbai,600.0,15.0,Ophthalmologist,2,MS,MBBS
3336,Dr. Madhavi Jeste,94.0,190.0,Mahim, Mumbai,1300.0,35.0,Ophthalmologist,2,MBBS,MS
3337,Dr. Astha Jain,94.0,190.0,Chembur, Mumbai,1000.0,13.0,Ophthalmologist,2,MBBS,MS
3338,Dr. Mauli Potdar Shah,97.0,39.0,Kandivali East, Mumbai,800.0,24.0,Ophthalmologist,3,MBBS,MS
3339,Dr. Ashish Doshi,94.0,190.0,Santacruz West, Mumbai,1200.0,24.0,Ophthalmologist,2,MBBS,MS
3340,Dr. Nimesh Mehta,95.0,826.0,Borivali West, Mumbai,850.0,28.0,Ophthalmologist,1,MS,No_more_degree
3341,Dr. Susheel Deshmukh,97.0,61.0,Goregaon East, Mumbai,500.0,19.0,Ophthalmologist,2,MBBS,MS
3342,Dr. Shalomith Uppapalli,100.0,168.0,Andheri West, Mumbai,1000.0,15.0,Ophthalmologist,2,DNB,MBBS
3343,Dr. Pavitra Shanbhag Bhat,100.0,54.0,Powai, Mumbai,1100.0,21.0,Ophthalmologist,6,FCPS-,FRCS
3344,Dr. NITIN  S SHETTY,97.0,71.0,Old Airport Road, Bangalore,750.0,23.0,Ophthalmologist,2,MBBS,MS
3345,Dr. Mohd Shahbaaz,90.0,20.0,Bellandur, Bangalore,500.0,24.0,Ophthalmologist,2,MBBS,MS
3346,Dr. Bhargavi Pawar,100.0,12.0,Kundalahalli, Bangalore,600.0,15.0,Ophthalmologist,2,MBBS,MS
3347,Dr. Mohammed Sadiq,94.0,190.0,Sarjapur Road, Bangalore,700.0,19.0,Ophthalmologist,2,MBBS,MS
3348,Dr. Pramod Kumar H.N,94.0,190.0,Vinayaka Nagar, Bangalore,500.0,13.0,Ophthalmologist,2,MBBS,MS
3349,Dr. Sheetal Ballal,94.0,190.0,Old Airport Road, Bangalore,750.0,22.0,Ophthalmologist,2,MBBS,DNB
3350,Dr. Leslie Ravi Kumar,99.0,83.0,Millers Road, Bangalore,1000.0,27.0,Ophthalmologist,3,MBBS,MS
3351,Dr. Vinay Patil,89.0,609.0,HSR Layout, Bangalore,500.0,21.0,Ophthalmologist,2,MBBS,MS
3352,Dr. Sanghamitra Burman,99.0,1410.0,Indiranagar, Bangalore,750.0,24.0,Ophthalmologist,3,MBBS,MD
3353,Dr. Yogesh D,94.0,190.0,Rajarajeshwarinagar, Bangalore,499.0,22.0,Ophthalmologist,2,MBBS,MS
3354,Dr. Mahabaleswar,94.0,190.0,Koramangala 5 Block, Bangalore,650.0,45.0,Ophthalmologist,2,MD,MBBS
3355,Dr. M B Trishala,100.0,21.0,Jayanagar 9 Block, Bangalore,650.0,33.0,Ophthalmologist,2,MBBS,MS
3356,Dr. Poonam Yadav,94.0,190.0,Sarjapur Road, Bangalore,700.0,28.0,Ophthalmologist,2,MBBS,DNB
3357,Dr. Rekha B Patil,94.0,190.0,Cunningham Road, Bangalore,700.0,18.0,Ophthalmologist,2,MBBS,MS
3358,Dr. Mridula Pentapati,94.0,190.0,Hebbal, Bangalore,800.0,21.0,Ophthalmologist,2,MBBS,MS
3359,Dr. Dipali Ghanshyam Prabhu,94.0,190.0,Whitefield, Bangalore,800.0,20.0,Ophthalmologist,2,MBBS,MS
3360,Dr. Naveen S K,94.0,190.0,Whitefield, Bangalore,800.0,19.0,Ophthalmologist,2,MBBS,DOMS
3361,Dr. Raghuraj Hegde,94.0,190.0,Old Airport Road, Bangalore,750.0,15.0,Ophthalmologist,2,MBBS,MS
3362,Dr. Prashant Singh,100.0,126.0,Kalyan Nagar, Bangalore,650.0,24.0,Ophthalmologist,1,MS,No_more_degree
3363,Dr. Dinesh P N,94.0,190.0,Cunningham Road, Bangalore,700.0,37.0,Ophthalmologist,3,MBBS,MS
3364,Dr. Rajashree S Prabhu,94.0,190.0,Kammana Halli, Bangalore,500.0,12.0,Ophthalmologist,2,MBBS,MS
3365,Dr. Latha Anil,95.0,81.0,Arekere, Bangalore,550.0,22.0,Ophthalmologist,2,MBBS,DOMS
3366,Dr. Swarna T P,100.0,29.0,Padmanabhanagar, Bangalore,500.0,11.0,Ophthalmologist,2,DO,MBBS
3367,Dr. Sweta Patel,94.0,190.0,Whitefield, Bangalore,700.0,9.0,Ophthalmologist,3,MBBS,DO
3368,Dr. Karthik Sriprakash,94.0,190.0,HBR Layout, Bangalore,500.0,7.0,Ophthalmologist,2,MS,MBBS
3369,Dr. Jalpa Vashi,94.0,190.0,Whitefield, Bangalore,800.0,26.0,Ophthalmologist,3,MBBS,DO
3370,Dr. Mohan Kumar H,94.0,190.0,Sampangiramnagar, Bangalore,800.0,28.0,Ophthalmologist,2,MBBS,MS
3371,Dr. Harish Nayak,99.0,144.0,Old Airport Road, Bangalore,750.0,32.0,Ophthalmologist,5,MBBS,DOMS
3372,Dr. Srinivas Rao. V. K,87.0,83.0,Bellandur, Bangalore,500.0,26.0,Ophthalmologist,2,MBBS,DOMS
3373,Dr. Ajanta Chakravarty,90.0,21.0,Whitefield, Bangalore,900.0,37.0,Ophthalmologist,2,MBBS,MS
3374,Dr. Smita Sharma,94.0,190.0,Bellandur, Bangalore,500.0,22.0,Ophthalmologist,2,MBBS,MS
3375,Dr. Mridula Venugopal,94.0,190.0,HSR Layout, Bangalore,600.0,11.0,Ophthalmologist,2,MBBS,MS
3376,Dr. Alok B S,97.0,361.0,Yelahanka, Bangalore,400.0,12.0,Ophthalmologist,2,MBBS,MS
3377,Dr. Adarsh S Naik,88.0,85.0,Bellandur, Bangalore,500.0,16.0,Ophthalmologist,2,MBBS,MS
3378,Dr. Jayashree K Bhat,98.0,135.0,JP Nagar 1 Phase, Bangalore,700.0,24.0,Ophthalmologist,2,MBBS,DNB
3379,Dr. Krishna Prasad,92.0,24.0,BTM Layout 1st Stage, Bangalore,400.0,40.0,Ophthalmologist,2,MBBS,MS
3380,Dr. Rahul Jain,99.0,2683.0,BTM Layout, Bangalore,800.0,17.0,Ophthalmologist,2,MBBS,DOMS
3381,Dr. G Sunanda,88.0,42.0,Kasturi nagar, Bangalore,400.0,27.0,Ophthalmologist,2,MBBS,DO
3382,Dr. Kailash P Chhabria,94.0,190.0,Malleswaram, Bangalore,650.0,12.0,Ophthalmologist,3,MBBS,DO
3383,Dr. Geetha S.,94.0,190.0,Old Airport Road, Bangalore,750.0,17.0,Ophthalmologist,2,MBBS,DOMS
3384,Dr. Lakshmi Krupa,94.0,190.0,Old Airport Road, Bangalore,750.0,18.0,Ophthalmologist,2,MBBS,DNB
3385,Dr. Bharath Kumar,96.0,67.0,VV Puram, Bangalore,300.0,24.0,Ophthalmologist,3,MBBS,DO
3386,Dr. Shalini Shetty,92.0,91.0,Jayanagar, Bangalore,630.0,30.0,Ophthalmologist,2,MBBS,MS
3387,Dr. Pinto Kiran,76.0,17.0,Vijayanagar, Bangalore,500.0,12.0,Ophthalmologist,2,MBBS,MD
3388,Dr. Vipul Bhandari,91.0,11.0,Banashankari 3rd Stage, Bangalore,500.0,18.0,Ophthalmologist,3,MBBS,DNB
3389,Dr. Deepa M,92.0,37.0,Hebbal, Bangalore,800.0,16.0,Ophthalmologist,2,MBBS,MS
3390,Dr. Mukta Shrivastava,100.0,31.0,Millers Road, Bangalore,1000.0,22.0,Ophthalmologist,2,MBBS,DOMS
3391,Dr. Sangeetalaxmi G Kulkari,94.0,190.0,Malleswaram, Bangalore,1000.0,21.0,Ophthalmologist,2,MBBS,DNB
3392,Dr. Mary Varghese,100.0,25.0,Koramangala 5 Block, Bangalore,650.0,37.0,Ophthalmologist,2,MBBS,MS
3393,Dr. Sharath Shetty,93.0,82.0,Malleswaram, Bangalore,500.0,24.0,Ophthalmologist,2,MBBS,MS
3394,Dr. Yazhini Tamilmani,94.0,190.0,Vinayaka Nagar, Bangalore,500.0,7.0,Ophthalmologist,2,MBBS,MS
3395,Dr. Ulka G. Bhokare,86.0,14.0,Kundalahalli, Bangalore,600.0,17.0,Ophthalmologist,2,MBBS,MS
3396,Dr. Namrata Dudeja,94.0,190.0,Sarjapur Road, Bangalore,500.0,22.0,Ophthalmologist,2,MBBS,MS
3397,Dr. Sri Prakash KS,94.0,190.0,HBR Layout, Bangalore,500.0,42.0,Ophthalmologist,2,MBBS,MS
3398,Dr. Preeti G Kale,94.0,190.0,Sampangiramnagar, Bangalore,800.0,12.0,Ophthalmologist,2,MBBS,DNB
3399,Dr. Ashok Sharma,94.0,190.0,Okhla, Delhi,1500.0,46.0,Physiotherapist,1,MBBS,No_more_degree
3400,Dr. Swati Kanodia,94.0,190.0,Pusa Road, Delhi,1100.0,14.0,Physiotherapist,2,MBBS,MD
3401,Dr. Sarthak Chakravarty,98.0,49.0,Neb Sarai, Delhi,700.0,10.0,Physiotherapist,1,MBBS,No_more_degree
3402,Dr. Meenu Virdi,96.0,117.0,Panchsheel Park, Delhi,1000.0,17.0,Physiotherapist,1,MD,No_more_degree
3403,Dr. Rajendra Singh,94.0,190.0,Dwarka Sector 6, Delhi,900.0,28.0,Physiotherapist,2,MBBS,MD
3404,Dr. Manpreet Isser,94.0,190.0,Janakpuri, Delhi,600.0,32.0,Physiotherapist,1,MBBS,No_more_degree
3405,Dr. Atul Bhasin,94.0,190.0,Pusa Road, Delhi,1800.0,32.0,Physiotherapist,2,MBBS,DNB
3406,Dr. Jay Kirtani,92.0,39.0,Panchsheel Park, Delhi,1500.0,26.0,Physiotherapist,4,MBBS,MD
3407,Dr. V.S Isser,93.0,14.0,Janakpuri, Delhi,800.0,39.0,Physiotherapist,2,MBBS,MD
3408,Dr. Uktra Namshum,94.0,190.0,Nizamuddin East, Delhi,1500.0,17.0,Physiotherapist,2,MBBS,MSc.
3409,Dr. M S Chaudhary,94.0,190.0,Sarita Vihar, Delhi,1500.0,40.0,Physiotherapist,2,MBBS,MD
3410,Dr. Anu Khera,94.0,190.0,Nangloi, Delhi,500.0,25.0,Physiotherapist,1,MBBS,No_more_degree
3411,Dr. Shuchin Bajaj,98.0,413.0,Paschim Vihar, Delhi,1000.0,25.0,Physiotherapist,3,MBBS,MD
3412,Dr. Manish Jain,100.0,13.0,Dilshad Garden, Delhi,1000.0,5.0,Physiotherapist,1,MBBS,No_more_degree
3413,Dr. Gaurav Bhalla,94.0,190.0,Rani Bagh, Delhi,1000.0,16.0,Physiotherapist,2,MBBS,MD
3414,Dr. Sumiran Passey,94.0,190.0,Vasant Vihar, Delhi,2500.0,11.0,Physiotherapist,2,MBBS,MD
3415,Dr. Hari Kumar Yadav,94.0,190.0,Saket, Delhi,800.0,16.0,Physiotherapist,2,MBBS,DNB
3416,Dr. Devinder Piplani,94.0,190.0,Lajpat Nagar, Delhi,500.0,47.0,Physiotherapist,1,MBBS,No_more_degree
3417,Dr. Saumya Rathi,100.0,138.0,Shakti Nagar, Delhi,600.0,11.0,Physiotherapist,1,MBBS,No_more_degree
3418,Dr. Ravikant Rana,99.0,428.0,Dwarka Sector 12, Delhi,800.0,6.0,Physiotherapist,1,MBBS,No_more_degree
3419,Dr. Ayush Gupta,94.0,190.0,Shalimar Bagh, Delhi,800.0,33.0,Physiotherapist,2,MBBS,MD
3420,Dr. Rakesh Kumar,94.0,190.0,Sarita Vihar, Delhi,2000.0,36.0,Physiotherapist,2,MBBS,MD
3421,Dr. Ankit Tyagi,94.0,190.0,Madhu Vihar, Delhi,700.0,8.0,Physiotherapist,2,MBBS,MD
3422,Dr. Niren Garg,94.0,190.0,Rohini Sector 24, Delhi,400.0,23.0,Physiotherapist,2,MD,MBBS
3423,Dr. Lalit Kumar,98.0,45.0,Vivek Vihar, Delhi,600.0,44.0,Physiotherapist,1,MBBS,No_more_degree
3424,Dr. Amitabh Khanna,80.0,286.0,Dwarka, Delhi,1000.0,34.0,Physiotherapist,2,MBBS,Diploma
3425,Dr. Paru Sharma,98.0,147.0,Dwarka Sector 13, Delhi,600.0,31.0,Physiotherapist,1,MBBS,No_more_degree
3426,Dr. Jayant Thakuria,82.0,28.0,East Of Kailash, Delhi,1000.0,24.0,Physiotherapist,2,MD,MBBS
3427,Dr. Chiranjib Deb,94.0,190.0,Palam Colony, Delhi,500.0,13.0,Physiotherapist,1,MBBS,No_more_degree
3428,Dr. J M S Kalra,94.0,190.0,Shalimar Bagh, Delhi,1200.0,54.0,Physiotherapist,2,MBBS,MD
3429,Dr. Gurpreet,94.0,190.0,Mahavir Enclave, Delhi,700.0,9.0,Physiotherapist,1,MD,No_more_degree
3430,Dr. Charu Goel Sachdeva,73.0,40.0,Dwarka Sector 6, Delhi,900.0,22.0,Physiotherapist,2,MBBS,DNB
3431,Dr. Manish Chandra Prabhakar,94.0,190.0,Uttam Nagar, Delhi,500.0,10.0,Physiotherapist,2,MBBS,MD
3432,Dr. Siddharth Sehgal,100.0,32.0,Patel Nagar West, Delhi,500.0,21.0,Physiotherapist,1,MBBS,No_more_degree
3433,Dr. Nandini Agarwal,96.0,50.0,Vikas Puri, Delhi,700.0,18.0,Physiotherapist,2,MBBS,MD
3434,Dr. Md Shamim Reyaz,86.0,29.0,Chhatarpur Extension, Delhi,500.0,11.0,Physiotherapist,1,MBBS,No_more_degree
3435,Dr. M K Bhatnagar,94.0,190.0,Mayur Vihar Ph-I, Delhi,800.0,48.0,Physiotherapist,2,MBBS,MD
3436,Dr. Kamal Singla,94.0,190.0,Dwarka, Delhi,300.0,11.0,Physiotherapist,2,MBBS,MD
3437,Dr. Sujata Agarwal,94.0,190.0,Okhla, Delhi,1500.0,30.0,Physiotherapist,1,MBBS,No_more_degree
3438,Dr. Vimal Gupta,94.0,190.0,Nehru Place, Delhi,1000.0,23.0,Physiotherapist,2,MBBS,MD
3439,Dr. Hari Oam,97.0,37.0,Saket, Delhi,800.0,40.0,Physiotherapist,2,MBBS,MD
3440,Dr. Bimal Kumar Dubey,94.0,78.0,Rohini, Delhi,600.0,26.0,Physiotherapist,1,MD,No_more_degree
3441,Dr. Anil Kumar Varshney,94.0,190.0,Dwarka Sector 12, Delhi,1000.0,43.0,Physiotherapist,2,MBBS,MD
3442,Dr. Aviansh Chanana,94.0,190.0,Nangloi, Delhi,300.0,5.0,Physiotherapist,1,MBBS,No_more_degree
3443,Dr. Mitu Papneja Shrikhande,94.0,190.0,Vasant Kunj, Delhi,1400.0,28.0,Physiotherapist,3,MBBS,MD
3444,Dr. Satbir Singh,97.0,188.0,Pusa Road, Delhi,1300.0,24.0,Physiotherapist,3,MBBS,DNB
3445,Dr. Sukriti Bhalla,94.0,190.0,Rajouri Garden, Delhi,1000.0,16.0,Physiotherapist,3,Doctor,DNB
3446,Dr. Kishor Kumar Tuteja,94.0,190.0,Rani Bagh, Delhi,300.0,25.0,Physiotherapist,1,MBBS,No_more_degree
3447,Dr. Rajeev Gupta,94.0,190.0,Punjabi Bagh, Delhi,1000.0,39.0,Physiotherapist,2,MBBS,MD
3448,Dr. Gagan Anand,94.0,190.0,Pusa Road, Delhi,1100.0,8.0,Physiotherapist,2,MBBS,DNB
3449,Dr. Ashwani Sharma,94.0,190.0,Uttam Nagar, Delhi,500.0,13.0,Physiotherapist,2,DNB,MBBS
3450,Dr. Vipul Mohan,82.0,22.0,Hauz Khas, Delhi,1000.0,15.0,Physiotherapist,2,MD,MBBS
3451,Dr. Manish Mathur,91.0,35.0,Rohini, Delhi,800.0,25.0,Physiotherapist,2,MRCP,MD
3452,Dr. Virendra Kumar Raju,90.0,91.0,Dwarka, Delhi,1000.0,28.0,Physiotherapist,2,MBBS,MD
3453,Dr. Ramneek Verma,94.0,190.0,Greater Kailash Part 2, Delhi,1200.0,46.0,Physiotherapist,2,MD,MBBS
3454,Dr. S.B Agarwal,94.0,190.0,Patparganj, Delhi,800.0,57.0,Physiotherapist,1,MBBS,No_more_degree
3455,Dr. Geetanjali Kochar,94.0,190.0,Sarita Vihar, Delhi,2000.0,36.0,Physiotherapist,2,MBBS,MRCP
3456,Dr. Yuvraj Arora Monga,83.0,1376.0,Lajpat Nagar, Delhi,800.0,26.0,Physiotherapist,2,MBBS,MD
3457,Dr. Shailendra Bhadoriya,98.0,43.0,Greater Kailash, Delhi,1000.0,21.0,Physiotherapist,1,MBBS,No_more_degree
3458,Dr. Rajiva Gupta,99.0,1291.0,Punjabi Bagh, Delhi,1500.0,43.0,Physiotherapist,2,MBBS,MD
3459,Dr. Prashant Bhatia,94.0,190.0,Vasant Kunj, Delhi,1500.0,20.0,Physiotherapist,2,MBBS,Diploma
3460,Dr. Zuha Ahmed,94.0,190.0,Jhilmil Colony, Delhi,400.0,5.0,Physiotherapist,1,MBBS,No_more_degree
3461,Dr. Gita Prakash,94.0,190.0,Panchsheel Park, Delhi,800.0,44.0,Physiotherapist,1,MBBS,No_more_degree
3462,Dr. Arun Dewan,57.0,14.0,Saket, Delhi,1500.0,43.0,Physiotherapist,2,MBBS,MD
3463,Dr. Thara Fotedar,94.0,190.0,Malviya Nagar, Delhi,600.0,22.0,Physiotherapist,1,MD,No_more_degree
3464,Dr. Pramila Srivastava,90.0,21.0,Defence Colony, Delhi,500.0,42.0,Physiotherapist,2,MBBS,Diploma
3465,Dr. Navin Dalal,94.0,190.0,Saket, Delhi,1000.0,15.0,Physiotherapist,2,MBBS,MD
3466,Dr. Ajay Sinha,46.0,13.0,Sarita Vihar, Delhi,1200.0,34.0,Physiotherapist,2,MBBS,MD
3467,Dr. Gagan N. Jain,98.0,49.0,Pitampura, Delhi,300.0,13.0,Physiotherapist,2,MBBS,MD
3468,Dr. R N Saini,94.0,190.0,Pusa Road, Delhi,1800.0,48.0,Physiotherapist,2,MBBS,MD
3469,Dr. Naresh Dang,94.0,190.0,Patparganj, Delhi,1000.0,36.0,Physiotherapist,1,MBBS,No_more_degree
3470,Dr. Arvind Kumar,98.0,590.0,Dwarka, Delhi,900.0,25.0,Physiotherapist,2,MBBS,MD
3471,Dr. Amitabha Dutta,94.0,190.0,Sarita Vihar, Delhi,1500.0,43.0,Physiotherapist,3,MBBS,FRCP
3472,Dr. Pankaj Lohia,94.0,190.0,Pusa Road, Delhi,1100.0,25.0,Physiotherapist,2,MBBS,MD
3473,Dr. Abhishek Deo,94.0,190.0,Saket, Delhi,1200.0,28.0,Physiotherapist,1,MBBS,No_more_degree
3474,Dr. Rachna Kucheria,95.0,40.0,Greater Kailash Part 1, Delhi,1600.0,31.0,Physiotherapist,3,MBBS,MD
3475,Dr. Reshma Chauhan,100.0,17.0,Sarita Vihar, Delhi,600.0,12.0,Physiotherapist,1,MD,No_more_degree
3476,Dr. (Maj.)Sharad Shrivastava,94.0,266.0,Dwarka Sector 7, Delhi,800.0,30.0,Physiotherapist,1,MBBS,No_more_degree
3477,Dr. Alka Bhasin,33.0,18.0,Saket, Delhi,1600.0,29.0,Physiotherapist,2,MBBS,Fellowship
3478,Dr. Usha Gupta,100.0,39.0,Jhilmil Colony, Delhi,600.0,40.0,Physiotherapist,1,MBBS,No_more_degree
3479,Dr. Sushma Chawla,92.0,92.0,Greater Kailash Part 2, Delhi,1000.0,51.0,Physiotherapist,1,MBBS,No_more_degree
3480,Dr. M.L.Kalra,94.0,190.0,Panchsheel Park, Delhi,1200.0,40.0,Physiotherapist,2,MBBS,MD
3481,Dr. Aradhana Pandey,90.0,468.0,Rohini, Delhi,500.0,25.0,Physiotherapist,1,Bachelor,No_more_degree
3482,Dr. Sanjay Sikka,94.0,190.0,Sarita Vihar, Delhi,1500.0,38.0,Physiotherapist,2,MBBS,MD
3483,Dr. S P Singh,23.0,13.0,Okhla, Delhi,1500.0,46.0,Physiotherapist,2,MBBS,DNB
3484,Dr. Jaspreet Singh Lamba,98.0,308.0,Malviya Nagar, Delhi,1000.0,26.0,Physiotherapist,2,MBBS,MD
3485,Dr. Sameer Narad,94.0,190.0,Tagore Garden, Delhi,500.0,5.0,Physiotherapist,1,MBBS,No_more_degree
3486,Dr. Rohan Rajpuut,94.0,190.0,Mayur Vihar Ph-I, Delhi,349.0,6.0,Physiotherapist,1,MBBS,No_more_degree
3487,Dr. Surya Aggarwal,99.0,84.0,Preet Vihar, Delhi,1000.0,14.0,Physiotherapist,2,MBBS,MD
3488,Dr. Arpita A. Sethi,100.0,15.0,Ashok Vihar Phase 2, Delhi,500.0,16.0,Physiotherapist,1,MBBS,No_more_degree
3489,Dr. Shakti K,100.0,13.0,Sarita Vihar, Delhi,1200.0,25.0,Physiotherapist,2,MD,DNB
3490,Dr. Narayan Prasad Verma,94.0,190.0,Khanpur, Delhi,250.0,30.0,Physiotherapist,1,MBBS,No_more_degree
3491,Dr. Rajinder Kumar Singal,94.0,190.0,Pusa Road, Delhi,1800.0,41.0,Physiotherapist,2,MBBS,MD
3492,Dr. Sunil Chauhan,96.0,55.0,Sarita Vihar, Delhi,700.0,14.0,Physiotherapist,2,MD,DNB
3493,Dr. Akant Arora,100.0,16.0,Janakpuri, Delhi,500.0,8.0,Physiotherapist,2,DNB,MBBS
3494,Dr. Anil Kumar Jain,90.0,39.0,Vishwas Nagar, Delhi,1000.0,35.0,Physiotherapist,3,MBBS,Diploma
3495,Dr. Sunny Sehgal,95.0,123.0,Laxmi Nagar, Delhi,500.0,13.0,Physiotherapist,1,MD,No_more_degree
